PROVINCIE,BRIN,INSTELLINGSCODE,VESTIGINGSCODE,NAAM,STRAATNAAM,HUISNUMMER,POSTCODE,PLAATSNAAM,GEMEENTENAAM,DENOMINATIE,TELEFOONNUMMER,INTERNETADRES,VAKANTIEREGIO
Zuid-Holland,30582,07IH,07IH00,Pr Julianasch,Prinses Julianaweg,2,3314 KT,DORDRECHT,DORDRECHT,Protestants-Christelijk,788905575,www.prinsesjulianaschool.h3o.nl,Midden
Zuid-Holland,30582,07MK,07MK00,De Repelaer,Standhasenstraat,47,3312 LN,DORDRECHT,DORDRECHT,Protestants-Christelijk,788905650,www.repelaer.h3o.nl,Midden
Zuid-Holland,30582,08WC,08WC00,De Fontein,Matthijs Marisstraat,33,3314 TN,DORDRECHT,DORDRECHT,Protestants-Christelijk,788905600,www.defontein.h3o.nl,Midden
Zuid-Holland,30582,09SW,09SW00,De Regenboog,Noordendijk,250,3311 RR,DORDRECHT,DORDRECHT,Protestants-Christelijk,788905625,www.deregenboog.h3o.nl,Midden
Zuid-Holland,30582,11CP,11CP00,Prins Bernhardschool,Brouwersdijk,111,3314 GJ,DORDRECHT,DORDRECHT,Protestants-Christelijk,788905525,www.prinsbernhardschool.h3o.nl,Midden
Zuid-Holland,30582,12AU,12AU00,Sterrekijker,Boogschutter,71,3328 KC,DORDRECHT,DORDRECHT,Protestants-Christelijk,788905800,www.desterrekijker.h3o.nl,Midden
Zuid-Holland,30582,12KB,12KB00,CBS Het Kristal,Heimerstein,35-36,3328 ME,DORDRECHT,DORDRECHT,Protestants-Christelijk,788905675,www.hetkristal.h3o.nl,Midden
Zuid-Holland,30582,29XY,29XY00,Evangelische basisschool Eden,Willem de Zwijgerlaan,2,3314 NX,DORDRECHT,DORDRECHT,Evangelisch,788905590,www.eden.h3o.nl,Midden
Zuid-Holland,30709,22MH,22MH00,Shri Vishnu School,Abraham van Beyerenstr,56,2525 TH,'S-GRAVENHAGE,S GRAVENHAGE,Hindoe���stisch,703656900,www.shrivishnu.nl,Midden
Zuid-Holland,30709,23UP,23UP00,Shri Saraswatie School,Schiedamseweg,282,3025 AS,ROTTERDAM,ROTTERDAM,Hindoe���stisch,104779494,www.shrisaraswatie.nl,Midden
Zuid-Holland,30731,22NT,22NT00,Al-Ghazali,Van Lennepstraat,17,3027 SP,ROTTERDAM,ROTTERDAM,Islamitisch,104152167,sipor.nl,Midden
Zuid-Holland,30731,23GW,23GW00,Ibn i-Sina,Zegenstraat,120,3082 XZ,ROTTERDAM,ROTTERDAM,Islamitisch,104282590,sipor.nl,Midden
Zuid-Holland,30731,27YJ,27YJ00,Ikra,Spirea,3,3317 JP,DORDRECHT,DORDRECHT,Islamitisch,786390151,www.ikra.nl,Midden
Zuid-Holland,30731,31CJ,31CJ00,Noen,Paradijsplein,1,3034 SL,ROTTERDAM,ROTTERDAM,Islamitisch,102409046,sipor.nl,Midden
Zuid-Holland,30731,31JX,31JX00,Risala,Hollandsestraat,74,3074 TM,ROTTERDAM,ROTTERDAM,Islamitisch,104848750,sipor.nl,Midden
Zuid-Holland,30731,31PR,31PR00,Isra,Wilgenlei,149,3053 CG,ROTTERDAM,ROTTERDAM,Islamitisch,107660080,sipor.nl,Midden
Zuid-Holland,30731,32AX,32AX00,Hiraa,Kromhoutstraat,1-7,3067 AE,ROTTERDAM,ROTTERDAM,Islamitisch,107660042,sipor.nl,Midden
Zuid-Holland,30731,32GP,32GP00,Hilal,Hans Lipperheystraat,1,3331 EM,ZWIJNDRECHT,ZWIJNDRECHT,Islamitisch, , ,Midden
Zuid-Holland,30731,32GT,32GT00,El Hikma,Palmentuin,10,3078 KJ,ROTTERDAM,ROTTERDAM,Islamitisch, , ,Midden
Zuid-Holland,30835,23EC,23EC00,Eerste Westlandse Montessorischool,Madeweg,34-A,2681 PM,MONSTER,WESTLAND,Algemeen bijzonder,174280821,www.ewmm.nl,Midden
Zuid-Holland,30849,23EN,23EN00,Gisbertus Voetiusschool,Louise de Colignylaan,1,2224 VT,KATWIJK ZH,KATWIJK,Reformatorisch,714016729,www.dsgvoetiusschool.nl,Midden
Zuid-Holland,31019,05WR,05WR00,Kievietschool voor Basisonderwijs,Buurtweg,16,2244 AD,WASSENAAR,WASSENAAR,Algemeen bijzonder,705179252,www.kievietschool.nl,Midden
Zuid-Holland,31077,03LQ,03LQ00,Ds Joannes Beukelmanschool,Rembrandtlaan,100,2951 PL,ALBLASSERDAM,ALBLASSERDAM,Reformatorisch,786914778, ,Midden
Zuid-Holland,31077,23UX,23UX00,Ds Petrus van de Veldenschool,Mattenbies,2,2957 RJ,NIEUW-LEKKERLAND,MOLENLANDEN,Reformatorisch,184684991, ,Midden
Zuid-Holland,31080,23UY,23UY00,El Furkan Basisschool,Eduard van Beinumlaan,61,3122 TK,SCHIEDAM,SCHIEDAM,Islamitisch,104716562,www.elfurkan.nl,Midden
Zuid-Holland,31080,29UG,29UG00,IBS Ababil,Dr Kuyperlaan,12,3118 RR,SCHIEDAM,SCHIEDAM,Islamitisch,104716562,www.ababil.nl,Midden
Zuid-Holland,31080,31WB,31WB00,De Nieuwe Maan,J.J. Slauerhofflaan,273,2624 JZ,DELFT,DELFT,Islamitisch,153011064,www.ibsdenieuwemaan.nl,Midden
Zuid-Holland,31080,32AP,32AP00,De Reiziger,Dr. Jan Schoutenlaan,3,3145 SX,MAASSLUIS,MAASSLUIS,Islamitisch, , ,Midden
Zuid-Holland,31080,32EP,32EP00,De Kubus,Galileistraat,86,3112 PJ,SCHIEDAM,SCHIEDAM,Islamitisch, , ,Midden
Zuid-Holland,31080,32EV,32EV00,De Walvis,Philips de Goedestraat,162,3132 XT,VLAARDINGEN,VLAARDINGEN,Islamitisch, , ,Midden
Zuid-Holland,31118,23VH,23VH00,Islamitische Basisschool An Noer,Polluxstraat,2,2402 BT,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Islamitisch,172439937,www.annoer.nl,Midden
Zuid-Holland,31118,27YG,27YG00,Islamitische Basisschool Al Qalam,Calslaan,99,2804 RT,GOUDA,GOUDA,Islamitisch,172439937,www.al-qalam.nl,Midden
Zuid-Holland,31162,04MF,04MF00,Delftse Montessorischool voor Basisonderwijs,Jacoba van Beierenlaan,166,2613 JK,DELFT,DELFT,Algemeen bijzonder,152124800,www.montessoridelft.nl,Midden
Zuid-Holland,31227,04MG,04MG00,Duinoord-Basisschool Protestants Christelijk Onderwijs,Prins Mauritslaan,8,2582 LR,'S-GRAVENHAGE,S GRAVENHAGE,Protestants-Christelijk,703544323,www.duinoordschool.nl,Midden
Zuid-Holland,32072,07KD,07KD00,Christelijke Basisschool Rehoboth,Windvaan,8,2751 ES,MOERKAPELLE,ZUIDPLAS,Reformatorisch,795931284,www.cbs-rehoboth.nl,Midden
Zuid-Holland,32515,06HT,06HT00,Basisschool Joris De Witte,Jan Wolkerslaan,16,2343 BK,OEGSTGEEST,OEGSTGEEST,Protestants-Christelijk,715175410,www.nldata.nl/cbsjorisdewitte,Midden
Zuid-Holland,32631,03ST,03ST00,Basisschool De Wegwijzer School met de Bijbel,Planetenlaan,32,2957 SN,NIEUW-LEKKERLAND,MOLENLANDEN,Protestants-Christelijk,184682765,www.smdbdewegwijzer.nl,Midden
Zuid-Holland,32631,04QG,04QG00,School met de Bijbel,Korenbloemplaats,4,2971 BH,BLESKENSGRAAF CA,MOLENLANDEN,Protestants-Christelijk,184691595,www.smdbbleskensgraaf.nl,Midden
Zuid-Holland,32631,04TC,04TC00,De Zaaier,Dorpsstraat,32-A,3366 BD,WIJNGAARDEN,MOLENLANDEN,Protestants-Christelijk,184410139,www.cbswijngaarden.nl,Midden
Zuid-Holland,32631,06LJ,06LJ00,School Met De Bijbel De Schakel,Jacob van Oudenhovenstr,1,2957 KE,NIEUW-LEKKERLAND,MOLENLANDEN,Protestants-Christelijk,184682864, ,Midden
Zuid-Holland,32631,07CT,07CT00,Christelijke Basisschool de Fakkel,Noordzijde,47,2977 XA,GOUDRIAAN,MOLENLANDEN,Protestants-Christelijk,183581210,www.fakkel-goudriaan.nl,Midden
Zuid-Holland,32631,07KI,07KI00,Basisschool Eben Haezer,B,115,2975 BK,OTTOLAND,MOLENLANDEN,Protestants-Christelijk,184642202,www.ebenhaezer-ottoland.nl,Midden
Zuid-Holland,34919,04OM,04OM00,Graaf Jan van Nassauschool,Steijnpad,1,2805 JE,GOUDA,GOUDA,Reformatorisch,182512691, ,Midden
Zuid-Holland,34932,04ON,04ON00,Koningin Beatrixschool,Saenredamstraat,4,2525 TN,'S-GRAVENHAGE,S GRAVENHAGE,Protestants-Christelijk,703808494,www.beatrixschool.info,Midden
Zuid-Holland,34932,32DU,32DU00,Tamarschool,Fluitenbergstraat,6,2545 NL,'S-GRAVENHAGE,S GRAVENHAGE,Protestants-Christelijk,703099066,https://tamarschool.nl/,Midden
Zuid-Holland,36479,04PK,04PK00,Johannes Calvijn-School,Dreef,200,2803 HE,GOUDA,GOUDA,Reformatorisch,182513555,www.calvijnschoolgouda.nl,Midden
Zuid-Holland,36479,07LN,07LN00,Protestants Christelijke Basisschool Livingstone,Livingstonelaan,60,2803 EL,GOUDA,GOUDA,Protestants-Christelijk,182510112,www.livingstoneschoolgouda.nl,Midden
Zuid-Holland,36479,08VP,08VP00,Prinses Julianaschool,Burg Martenssingel,38,2806 CV,GOUDA,GOUDA,Protestants-Christelijk,182514581, ,Midden
Zuid-Holland,36739,04PN,04PN00,Haanstra Basisschool,Rapenburg,129-131,2311 GM,LEIDEN,LEIDEN,Algemeen bijzonder,715133631,www.haanstraschool.nl,Midden
Zuid-Holland,37233,15GR,15GR00,Hofdyckschool,Hazenboslaan,1,2341 SE,OEGSTGEEST,OEGSTGEEST,Protestants-Christelijk,715237614,www.hofdijckschool.nl,Midden
Zuid-Holland,37857,04QI,04QI00,School met de Bijbel,Marktveld,11,3264 AL,NIEUW-BEIJERLAND,HOEKSCHE WAARD,Reformatorisch,186691842,www.schoolmetdebijbelnb.nl,Midden
Zuid-Holland,37949,08WM,08WM00,CBS De Klimop,Mr. Treubstraat,3,2982 VN,RIDDERKERK,RIDDERKERK,Protestants-Christelijk,180414543,www.cbsdeklimoprijsoord.nl,Midden
Zuid-Holland,37949,09UK,09UK00,Christelijke Basisschool De Wingerd,Da Costalaan,1,2985 BC,RIDDERKERK,RIDDERKERK,Protestants-Christelijk,180422576,www.cbsdewingerd-ridderkerk.nl,Midden
Zuid-Holland,37949,10IJ,10IJ00,CBS de Regenboog,Reijerweg,60,2983 AT,RIDDERKERK,RIDDERKERK,Protestants-Christelijk,180486111,www.regenboogridderkerk.nl,Midden
Zuid-Holland,37949,10NL,10NL00,Christelijke Basisschool de Bongerd,Patrijs,28-29,2986 CA,RIDDERKERK,RIDDERKERK,Protestants-Christelijk,180425857,www.cbsdebongerd.nl,Midden
Zuid-Holland,37949,11MP,11MP00,De Fontein School voor Christelijk Basisonderwijs,Scheldeplein,4,2987 EL,RIDDERKERK,RIDDERKERK,Protestants-Christelijk,180411989, ,Midden
Zuid-Holland,37949,19RG,19RG00,Basisschool De Hoeksteen,Kruidentuin,6-A,2991 RK,BARENDRECHT,BARENDRECHT,Protestants-Christelijk,180613938,www.dehoeksteen-cbs.nl,Midden
Zuid-Holland,37949,19SZ,19SZ00,Potestants Christelijke Basisschool Het Kompas,Hoefslag,20,2992 VH,BARENDRECHT,BARENDRECHT,Protestants-Christelijk,180615225,www.kompasbarendrecht.nl,Midden
Zuid-Holland,37949,19UC,19UC00,Basisschool Gr van Prinsterer,Stellingmolen,10,2992 DN,BARENDRECHT,BARENDRECHT,Protestants-Christelijk,180612557,www.prinsterer.nl,Midden
Zuid-Holland,37949,19UU,19UU00,Protestants Christelijke Basisschool De Ark,Klipper,108-109,2991 KM,BARENDRECHT,BARENDRECHT,Protestants-Christelijk,180616998,www.cbsdearkbarendrecht.nl,Midden
Zuid-Holland,37949,26AG,26AG00,Protestants Christelijke Basisschool Smitshoek,Riederhof,37,2993 XJ,BARENDRECHT,BARENDRECHT,Protestants-Christelijk,180627878,www.cbssmitshoek.nl,Midden
Zuid-Holland,37949,28AV,28AV00,CBS De Vrijenburg,Vrijenburglaan,61,2994 CD,BARENDRECHT,BARENDRECHT,Protestants-Christelijk,180531794,www.cbsdevrijenburg.nl,Midden
Zuid-Holland,38351,04QR,04QR00,Groen van Prinsterer,Schoolstraat,20,2969 BG,OUD-ALBLAS,MOLENLANDEN,Protestants-Christelijk,184699999,www.cbs-oud-alblas.nl,Midden
Zuid-Holland,38910,09TZ,09TZ00,Willem de Zwijgerschool,IJdenhove,238,3341 RL,HENDRIK-IDO-AMBACHT,HENDRIK-IDO-AMBACHT,Reformatorisch,786816529, ,Midden
Zuid-Holland,38910,10NC,10NC00,Stadhouder Willem de Derde School,Sandelingenstraat,17,3342 BL,HENDRIK-IDO-AMBACHT,HENDRIK-IDO-AMBACHT,Reformatorisch,786816399, ,Midden
Zuid-Holland,39859,04RT,04RT00,Vereniging Nutsschool Wassenaar,Zijllaan,39,2242 CA,WASSENAAR,WASSENAAR,Algemeen bijzonder,705114461,www.nutswassenaar.nl,Midden
Zuid-Holland,40077,24DH,24DH00,Islamitische Basisschool Er Riseleh,Stadhouderslaan,1-B,2313 AB,LEIDEN,LEIDEN,Islamitisch,715128850,www.ibserriseleh.nl,Midden
Zuid-Holland,40269,24PB,24PB00,Basisschool de Wissel voor Interconfessioneel Basisonderwijs,Spoorweghaven,174,3071 ZG,ROTTERDAM,ROTTERDAM,Algemeen bijzonder,104841493,www.basisschooldewissel.nl,Midden
Zuid-Holland,40272,23GV,23GV00,Islamitische Basisschool Yunus Emre,Mandelaplein,2,2572 HT,'S-GRAVENHAGE,S GRAVENHAGE,Islamitisch,703895376,www.bsyunusemre.nl,Midden
Zuid-Holland,40272,31DE,31DE00,Islamitische Basisschool Yunus Emre,Beresteinlaan,629,2542 JR,'S-GRAVENHAGE,S GRAVENHAGE,Islamitisch,707830001,www.bsyunusemre.nl,Midden
Zuid-Holland,40272,31PG,31PG00,Yunus Emre,Van Damstraat,7,2512 PG,'S-GRAVENHAGE,S GRAVENHAGE,Islamitisch,703050441,www.bsyunusemre.nl,Midden
Zuid-Holland,40272,31PH,31PH00,Yunus Emre,Carry van Bruggenhove,2,2717 XV,ZOETERMEER,ZOETERMEER,Islamitisch,797810011,www.bsyunusemre.nl,Midden
Zuid-Holland,40272,31VP,31VP00,Islamitische Basisschool,De Savornin Lohmanstraat,1,2672 BB,NAALDWIJK,WESTLAND,Islamitisch, , ,Midden
Zuid-Holland,40301,07MQ,07MQ00,Christelijke Basisschool De Burcht,Broekweg,32,2235 BK,VALKENBURG ZH,KATWIJK,Protestants-Christelijk,714074467,www.cbsdeburcht.nl,Midden
Zuid-Holland,40327,09UE,09UE00,Ds G H Kerstenschool,Margriete van Comenestr,2,2982 PH,RIDDERKERK,RIDDERKERK,Reformatorisch,180428862,www.dsghkerstenschool.nl,Midden
Zuid-Holland,40329,23CB,23CB00,Daltonschool de Vliegers,Kastanjelaan,3,3241 BH,MIDDELHARNIS,GOEREE-OVERFLAKKEE,Algemeen bijzonder,187482980,www.daltonschooldevliegers.nl,Midden
Zuid-Holland,40377,14YX,14YX00,Rooms Katholieke Basisschool De Touwladder,Velddreef,328,2727 CV,ZOETERMEER,ZOETERMEER,Rooms-Katholiek,793413033,www.touwladder.unicoz.nl,Midden
Zuid-Holland,40377,15FE,15FE00,Rooms Katholieke Basisschool de Spelevaert,Irisvaart,2-4,2724 TT,ZOETERMEER,ZOETERMEER,Rooms-Katholiek,793318004,www.spelevaert.unicoz.nl,Midden
Zuid-Holland,40377,15LE,15LE00,Rooms Katholieke Basisschool de Elzenhoek,Broekwegzijde,192-194,2725 PE,ZOETERMEER,ZOETERMEER,Rooms-Katholiek,793316321,www.elzenhoek.unicoz.nl,Midden
Zuid-Holland,40377,15NR,15NR00,IKC De Buytenkans,Busken Huethove,6,2717 XK,ZOETERMEER,ZOETERMEER,Rooms-Katholiek,793290190,buytenkans.unicoz.nl,Midden
Zuid-Holland,40377,15NR,15NR01,Kindcentrum Toverberg,Toverberg,3-4,2716 LW,ZOETERMEER,ZOETERMEER,Rooms-Katholiek,793212147,kindcentrumtoverberg.unicoz.nl,Midden
Zuid-Holland,40377,15PE,15PE00,Koningin Wilhelminaschool,Willem-Alexanderplnts,1,2713 VM,ZOETERMEER,ZOETERMEER,Reformatorisch,793310988,www.wilhelmina.unicoz.nl,Midden
Zuid-Holland,40377,15RM,15RM00,de Jacobsvlinder,Schoutenhoek,160,2722 EK,ZOETERMEER,ZOETERMEER,Protestants-Christelijk,793311167,www.dejacobsvlinder.nl,Midden
Zuid-Holland,40377,15UT,15UT00,Rooms Katholieke Basisschool De Regenboog,Kerkenbos,12,2715 RP,ZOETERMEER,ZOETERMEER,Rooms-Katholiek,793211592,www.regenboog.unicoz.nl,Midden
Zuid-Holland,40377,15WH,15WH00,IKC Stella Nova,Willem-Alexanderplnts,2,2713 VM,ZOETERMEER,ZOETERMEER,Protestants-Christelijk,793169184,www.ikcstellanova.nl,Midden
Zuid-Holland,40377,15XB,15XB00,Rooms Katholieke Basisschool Paulus,Dr. J. W. Paltelaan,5,2712 RN,ZOETERMEER,ZOETERMEER,Rooms-Katholiek,793164834,www.paulus.unicoz.nl,Midden
Zuid-Holland,40377,15YJ,15YJ00,Noordeinde,Bijvoetplan,43-45,2728 DC,ZOETERMEER,ZOETERMEER,Protestants-Christelijk,793319620,www.noordeinde.unicoz.nl,Midden
Zuid-Holland,40377,15ZD,15ZD00,Rooms Katholieke Basisschool De Achtsprong,Rakkersveld,257,2722 BN,ZOETERMEER,ZOETERMEER,Rooms-Katholiek,793313129,www.achtsprong.unicoz.nl,Midden
Zuid-Holland,40377,16DI,16DI00,KC De Entree,Overwater,1,2715 BT,ZOETERMEER,ZOETERMEER,Protestants-Christelijk,793213293,www.entree.unicoz.nl,Midden
Zuid-Holland,40377,16IR,16IR00,Basisschool De Hofvijver,Forelsloot,3,2724 CA,ZOETERMEER,ZOETERMEER,Protestants-Christelijk,793315481,www.dehofvijver.unicoz.nl,Midden
Zuid-Holland,40377,16JW,16JW00,Prinses Margrietschool,Antigoneschouw,12,2726 KE,ZOETERMEER,ZOETERMEER,Protestants-Christelijk,793315443,www.margriet.unicoz.nl,Midden
Zuid-Holland,40377,22LY,22LY00,Rooms Katholieke Basisschool Het Palet,Marsgeel,14,2718 BZ,ZOETERMEER,ZOETERMEER,Rooms-Katholiek,793610082,www.palet.unicoz.nl,Midden
Zuid-Holland,40377,24CR,24CR00,Protestants Christelijke Basisschool Prins Clausschool,Straspad,1,2719 VG,ZOETERMEER,ZOETERMEER,Protestants-Christelijk,793616009,www.claus.unicoz.nl,Midden
Zuid-Holland,40377,24CT,24CT00,RK Basisschool De Floriant,Florasingel,17,2719 HP,ZOETERMEER,ZOETERMEER,Rooms-Katholiek,793615607,www.floriant.unicoz.nl,Midden
Zuid-Holland,40377,27MC,27MC00,Protestants Christelijke Basisschool Prins Florisschool,Hazerswoudestraat,250,2729 CN,ZOETERMEER,ZOETERMEER,Protestants-Christelijk,793315022,www.floris.unicoz.nl,Midden
Zuid-Holland,40377,27ME,27ME00,Rooms Katholieke Basisschool De Oostwijzer,Sumatra,15,2721 GG,ZOETERMEER,ZOETERMEER,Rooms-Katholiek,793460169,www.oostwijzer.unicoz.nl,Midden
Zuid-Holland,40377,28DC,28DC00,Oranjerie,Sumatra,11,2721 GG,ZOETERMEER,ZOETERMEER,Protestants-Christelijk,793434277,www.oranjerie.unicoz.nl,Midden
Zuid-Holland,40389,27PC,27PC00,Al Qoeba,Terwestenstraat,105,2525 GG,'S-GRAVENHAGE,S GRAVENHAGE,Islamitisch,703887915,www.alqoeba.nl,Midden
Zuid-Holland,40508,04UG,04UG00,Gr v Prinsterer-School,Piet Heinlaan,3,2224 SZ,KATWIJK ZH,KATWIJK,Protestants-Christelijk,714016917,www.groenvanprinstererkatwijk.nl,Midden
Zuid-Holland,40508,07LH,07LH00,Basisschool De Farel,Koninginneweg,38,2225 HK,KATWIJK ZH,KATWIJK,Protestants-Christelijk,714015117,www.intpark.nl,Midden
Zuid-Holland,40508,07LT,07LT00,Christelijke Opleidingsschool,Parklaan,118,2225 SW,KATWIJK ZH,KATWIJK,Protestants-Christelijk,714013567,www.coskatwijk.nl,Midden
Zuid-Holland,40508,08VM,08VM00,Basisschool Marnix,Schimmelpenninckstraat,2,2221 EP,KATWIJK ZH,KATWIJK,Protestants-Christelijk,714080215,www.marnixschool.net,Midden
Zuid-Holland,40508,08WS,08WS00,Oranjesch,Secr Varkevisserstraat,178,2225 LJ,KATWIJK ZH,KATWIJK,Protestants-Christelijk,714016921,www.oranjeschoolkatwijk.nl,Midden
Zuid-Holland,40508,10NN,10NN00,ds. R.P.A. Rutgersschool,Jan Tooropstraat,30-A,2225 XV,KATWIJK ZH,KATWIJK,Protestants-Christelijk,714016919,www.rutgersschool.nl,Midden
Zuid-Holland,40508,10NN,10NN03,Gasp De Colignyschool,Weth F E Meerburg sr kd,38,2225 VB,KATWIJK ZH,KATWIJK,Overige,714014467,www.colignyschool.nl,Midden
Zuid-Holland,40508,11CV,11CV00,Mr. J.J.L. van der Brugghenschool,Schimmelpenninckstraat,8,2221 EP,KATWIJK ZH,KATWIJK,Protestants-Christelijk,714081969,www.brugghenschool.nl,Midden
Zuid-Holland,40508,11PL,11PL00,Rehoboth School,Poolster,4,2221 NT,KATWIJK ZH,KATWIJK,Protestants-Christelijk,714081019,www.rehobothschool-katwijk.nl,Midden
Zuid-Holland,40508,12PI,12PI00,Christelijke Basisschool de Duinroos,Prinses Irenelaan,49,2224 XA,KATWIJK ZH,KATWIJK,Protestants-Christelijk,714078228,www.duinrooskatwijk.nl,Midden
Zuid-Holland,40508,13CU,13CU00,W. van Veenschool,Huetingstraat,17,2223 BM,KATWIJK ZH,KATWIJK,Protestants-Christelijk,714029106,www.willemvanveen.nl,Midden
Zuid-Holland,40508,13ID,13ID00,Sjaloomschool,Stadhoudersdreef,65,2224 BP,KATWIJK ZH,KATWIJK,Protestants-Christelijk,714015768,www.sjaloomschool.nl,Midden
Zuid-Holland,40530,06RA,06RA00,Christelijke Basisschool Oranje Nassau,Buitendorpstraat,1,2471 AW,ZWAMMERDAM,ALPHEN AAN DEN RIJN,Protestants-Christelijk,172613803,www.oranjenassau.scopescholen.nl,Midden
Zuid-Holland,40530,07XP,07XP00,PC Basissch Rehoboth,Rozenlaan,39,2771 DB,BOSKOOP,ALPHEN AAN DEN RIJN,Protestants-Christelijk,172217338,www.rehobothboskoop.nl,Midden
Zuid-Holland,40530,09BP,09BP00,Immanuelschool,Boomgaard,2,2771 PC,BOSKOOP,ALPHEN AAN DEN RIJN,Protestants-Christelijk,172214143,www.immanuelschool.nl,Midden
Zuid-Holland,40530,15BG,15BG00,Basisschool de Rank,Lauraplein,1,2406 BB,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Protestants-Christelijk,172474130,www.derank.scopescholen.nl,Midden
Zuid-Holland,40530,15GL,15GL00,Protestants Christelijke Basisschool Groen van Prinsterer,Jan Nieuwenhuijzenstraat,26,2405 VG,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Protestants-Christelijk,172474131,www.gvprinsterer.scopescholen.nl,Midden
Zuid-Holland,40530,15JS,15JS00,Protestants Christelijke Basisschool Samen Op Weg,Jan Pieterszoon Coenlaan,1-B,2404 AL,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Protestants-Christelijk,172474132,www.samenopweg.scopescholen.nl,Midden
Zuid-Holland,40530,15OU,15OU00,Protestants Christelijke Basisschool De Windroos,Zaalbergstraat,1,2405 XA,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Protestants-Christelijk,172493269,www.dewindroos.scopescholen.nl,Midden
Zuid-Holland,40530,15YB,15YB00,Protestants Christelijke Basisschool JP Sweelinck,Groenoord,247,2401 AR,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Protestants-Christelijk,172421995,www.jpsweelinck.scopescholen.nl,Midden
Zuid-Holland,40530,16AA,16AA00,Protestants Christelijke Basisschool De Stromen,Lupinesingel,11,2403 CM,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Protestants-Christelijk,172421846,www.destromen.scopescholen.nl,Midden
Zuid-Holland,40530,16AA,16AA03,Protestants Christelijke Basisschool De Viergang,Jacob van Damstraat,24,2445 AE,AARLANDERVEEN,ALPHEN AAN DEN RIJN,Protestants-Christelijk,172574173,www.deviergang.scopescholen.nl,Midden
Zuid-Holland,40530,16DD,16DD00,Protestants Christelijke Basisschool De Mare,Schelfhorst,2,2402 LG,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Protestants-Christelijk,172435736,www.demare.scopescholen.nl,Midden
Zuid-Holland,40530,16EN,16EN00,Protestants Christelijke Basisschool Het Baken,Klepperman,1,2401 GH,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Protestants-Christelijk,172436468,www.hetbaken.scopescholen.nl,Midden
Zuid-Holland,40530,23RH,23RH00,Protestants Christelijke Basisschool de Fontein,De Oude Wereld,52,2408 JV,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Protestants-Christelijk,172424825,www.defontein.scopescholen.nl,Midden
Zuid-Holland,40530,27LW,27LW00,Het Moza���ek,Vroonhoevelaan,10-12,2408 ST,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Protestants-Christelijk,172497704,www.hetmozaiek.scopescholen.nl,Midden
Zuid-Holland,40535,04SG,04SG00,Oranje Nassau-School,Bilwijkerweg,6-A,2821 SB,STOLWIJK,KRIMPENERWAARD,Reformatorisch,182341448,www.ons-stolwijk.nl,Midden
Zuid-Holland,40540,11XA,11XA00,Het Kompas,Kuyperbrink,10,2253 VX,VOORSCHOTEN,VOORSCHOTEN,Protestants-Christelijk,715763579,www.kompas.pcsv.nl,Midden
Zuid-Holland,40540,12PG,12PG00,Dominee Fortgensschool,Van Beethovenlaan,10-A,2253 BE,VOORSCHOTEN,VOORSCHOTEN,Protestants-Christelijk,715612995,www.fortgens.pcsv.nl,Midden
Zuid-Holland,40540,12WU,12WU00,Gevers Deynootschool,Burg Van der Haarplein,7,2251 CT,VOORSCHOTEN,VOORSCHOTEN,Protestants-Christelijk,715612497,www.gevers.pcsv.nl,Midden
Zuid-Holland,40740,25GH,25GH00,Algemene Hindoeschool,Mackaystraat,6,2571 AR,'S-GRAVENHAGE,S GRAVENHAGE,Hindoe���stisch,703841924,www.vahon.nl,Midden
Zuid-Holland,40745,06IX,06IX00,Basisschool de Vink,Kuyperbrink,12,2253 VX,VOORSCHOTEN,VOORSCHOTEN,"Samenwerking Opb., RK",715763580,www.basisschooldevink.nl,Midden
Zuid-Holland,40753,23UN,23UN00,School op Algemeen Bijzondere Grondslag,Salamanderveen,352,3205 TG,SPIJKENISSE,NISSEWAARD,Algemeen bijzonder,181635634,www.montessorischool-spijkenisse.nl,Midden
Zuid-Holland,40765,03NZ,03NZ00,Rooms Katholieke Basisschool De Krullevaar,Doelenplein,26,2871 CV,SCHOONHOVEN,KRIMPENERWAARD,Rooms-Katholiek,182384221,www.dekrullevaar.eu,Midden
Zuid-Holland,40765,04XH,04XH00,Zevensprong,Snijdelwijklaan,4-C,2771 SX,BOSKOOP,ALPHEN AAN DEN RIJN,Rooms-Katholiek,172213886,www.zevensprongboskoop.nl,Midden
Zuid-Holland,40765,05BG,05BG00,Samenwerkingsschool De Pelikaan,Grote Haven,2-D,2851 BM,HAASTRECHT,KRIMPENERWAARD,"Samenwerking Opb., RK",182501597,www.samenwerkingsschooldepelikaan.nl,Midden
