PROVINCIE,BRIN,INSTELLINGSCODE,VESTIGINGSCODE,NAAM,STRAATNAAM,HUISNUMMER,POSTCODE,PLAATSNAAM,GEMEENTENAAM,DENOMINATIE,TELEFOONNUMMER,INTERNETADRES,VAKANTIEREGIO
Zuid-Holland,20281,15ZZ,15ZZ00,Diamant,Diamanthorst,181-A,2592 GD,'S-GRAVENHAGE,S GRAVENHAGE,Rooms-Katholiek,703859839,www.scolucas.nl/vuurvlinder,Midden
Zuid-Holland,20281,16DA,16DA00,Liduina,Amalia van Solmsstraat,157,2595 TA,'S-GRAVENHAGE,S GRAVENHAGE,Rooms-Katholiek,703859922,www.liduinabasisschool.nl,Midden
Zuid-Holland,20281,16FS,16FS00,De Triangel,Mr. de Bruinplein,3,2515 BZ,'S-GRAVENHAGE,S GRAVENHAGE,Rooms-Katholiek,703894072,www.triangeldenhaag.nl,Midden
Zuid-Holland,20281,19SG,19SG00,Nutsbasisschool Morgenstond,Zweeloostraat,61,2545 VC,'S-GRAVENHAGE,S GRAVENHAGE,Algemeen bijzonder,703663445,www.nutsschoolmorgenstond.nl,Midden
Zuid-Holland,20281,19TM,19TM00,Nutsbasisschool M.M. Boldingh,Verhulstplein,21,2517 SC,'S-GRAVENHAGE,S GRAVENHAGE,Algemeen bijzonder,703450422,www.nutsschoolboldingh.nl,Midden
Zuid-Holland,20281,19UJ,19UJ00,Nutsbasisschool Laan van Poot,Laan van Poot,355,2566 DA,'S-GRAVENHAGE,S GRAVENHAGE,Algemeen bijzonder,703257547,www.nutsschool.nl,Midden
Zuid-Holland,20281,19VA,19VA00,Nutsbasisschool Bezuidenhout,Merkusstraat,19,2593 TL,'S-GRAVENHAGE,S GRAVENHAGE,Algemeen bijzonder,703851430,www.nutsschoolbezuidenhout.nl,Midden
Zuid-Holland,20281,19VL,19VL00,Nutsbasisschool Zorgvliet,Adriaan Goekooplaan,13,2517 JX,'S-GRAVENHAGE,S GRAVENHAGE,Algemeen bijzonder,703557920,www.nutsschoolzorgvliet.nl,Midden
Zuid-Holland,20281,19VU,19VU00,Nutsbasisschool Woonstede,Woonstede,98,2543 VR,'S-GRAVENHAGE,S GRAVENHAGE,Algemeen bijzonder,703667717,www.nutsschoolwoonstede.nl,Midden
Zuid-Holland,20281,26AW,26AW00,Prot Chr Basisschool De Vlieger,Frits Diepenlaan,43,2497 DN,'S-GRAVENHAGE,S GRAVENHAGE,Protestants-Christelijk,703906732,www.nldata.nl/devlieger,Midden
Zuid-Holland,20281,26AY,26AY00,Rooms Katholieke Basisschool De Fontein,Laan van Wateringse Veld,462,2548 CK,'S-GRAVENHAGE,S GRAVENHAGE,Rooms-Katholiek,703965050,www.fontein.nl,Midden
Zuid-Holland,20281,26PT,26PT00,KC Balans,Klaverveld,5,2492 MA,'S-GRAVENHAGE,S GRAVENHAGE,"Samenwerking PC, RK",703175214,https://www.kcbalans.nl/,Midden
Zuid-Holland,20281,27CG,27CG00,Rooms Katholieke Basisschool De Waterwilg,De Poort,4,2631 PT,NOOTDORP,PIJNACKER-NOOTDORP,Rooms-Katholiek,153105300,www.dewaterwilg.nl,Midden
Zuid-Holland,20281,27CH,27CH00,Rooms Katholieke Basisschool De Paradijsvogel,Weidevogellaan,201,2496 MT,'S-GRAVENHAGE,S GRAVENHAGE,Rooms-Katholiek,153106112,https://www.basisschooldeparadijsvogel.nl/,Midden
Zuid-Holland,20281,27PX,27PX00,RKBS De Bras,Oeverwallaan,104,2498 BZ,'S-GRAVENHAGE,S GRAVENHAGE,Rooms-Katholiek,153698243,https://www.basisschooldebras.nl/,Midden
Zuid-Holland,20281,30WX,30WX00,Kindcentrum Buitenrijck,Metelerkampstraat,105,2286 WH,RIJSWIJK ZH,RIJSWIJK,"Samenwerking PC, RK",158876014,www.kcbuitenrijck.nl,Midden
Zuid-Holland,20281,31VB,31VB00,KC De Binck,St. Barbaraweg,4,2516 BT,'S-GRAVENHAGE,S GRAVENHAGE,Interconfessioneel, ,https://www.kcdebinck.nl/,Midden
Zuid-Holland,20671,04LN,04LN00,Basisschool Sint Jozef,Schoolplein,2,2636 GB,SCHIPLUIDEN,MIDDEN-DELFLAND,Rooms-Katholiek,153808529,https://jozefschoolschipluiden.wsko.nl,Midden
Zuid-Holland,20671,07RV,07RV00,basisschool De Achtsprong,Sportlaan,47,2678 VG,DE LIER,WESTLAND,Rooms-Katholiek,174528459,www.achtsprong.wsko.nl,Midden
Zuid-Holland,20671,08VV,08VV00,WSKO Waalcampus,Dijckerwaal,20,2691 PK,'S-GRAVENZANDE,WESTLAND,Rooms-Katholiek,174413776,www.waalcampus.wsko.nl,Midden
Zuid-Holland,20671,09TX,09TX00,WSKO Basisschool BLINK!,Obrechtlaan,12,2692 BV,'S-GRAVENZANDE,WESTLAND,Rooms-Katholiek,174414944,https://blink.wsko.nl,Midden
Zuid-Holland,20671,09WF,09WF00,WSKO De Zeester,Kloosterlaan,4,2681 LB,MONSTER,WESTLAND,Rooms-Katholiek,174280337,www.dezeester.wsko.nl,Midden
Zuid-Holland,20671,10JH,10JH00,Basisschool De Nieuwe Weg,Bernardolaan,18,2685 WB,POELDIJK,WESTLAND,Rooms-Katholiek,174247166,www.denieuweweg.wsko.nl,Midden
Zuid-Holland,20671,10ZF,10ZF00,Rooms Katholieke Basisschool de Verburchhof,De Ruijtbaan,81,2685 RS,POELDIJK,WESTLAND,Rooms-Katholiek,174210410,www.verburch-hof.wsko.nl,Midden
Zuid-Holland,20671,18ZC,18ZC00,Rooms katholieke Basisschool 't Startblok,Veilingweg,1-A,2675 BR,HONSELERSDIJK,WESTLAND,Rooms-Katholiek,174630610,www.startblok.com,Midden
Zuid-Holland,20671,18ZQ,18ZQ00,Rooms katholieke Basisschool Bernadette,De Gouwe,10,2673 BK,NAALDWIJK,WESTLAND,Rooms-Katholiek,174625562,www.bernadetteschool.wsko.nl,Midden
Zuid-Holland,20671,19AC,19AC00,Rooms Katholieke Basisschool Joannes,Wollegras,39,2671 ZZ,NAALDWIJK,WESTLAND,Rooms-Katholiek,174631017,www.joannes.wsko.nl,Midden
Zuid-Holland,20671,19AT,19AT00,Rooms katholieke Basisschool Het Tweespan,Tuindersweg,52,2676 BJ,MAASDIJK,WESTLAND,Rooms-Katholiek,174514355,www.aventurijn.wsko.nl,Midden
Zuid-Holland,20671,20CB,20CB00,Katholieke Basisschool De Hofvilla,Dr Schaepmanstraat,2,2291 SX,WATERINGEN,WESTLAND,Rooms-Katholiek,174292093,www.hofvilla.wsko.nl,Midden
Zuid-Holland,20671,20CV,20CV00,Basisschool St Jozef,Groentelaan,29,2292 AD,WATERINGEN,WESTLAND,Rooms-Katholiek,174293348,www.jozefbasisschool.nl,Midden
Zuid-Holland,20671,20DJ,20DJ00,Katholieke Basisschool Maria,Koningsspil,47,2291 MB,WATERINGEN,WESTLAND,Rooms-Katholiek,174292981,www.mariaschool.wsko.nl,Midden
Zuid-Holland,20671,20DV,20DV00,Basisschool Andreashof,Leeuwerik,11,2295 PE,KWINTSHEUL,WESTLAND,Rooms-Katholiek,174294193,www.andreashof.nl,Midden
Zuid-Holland,20671,22MD,22MD00,De Regenboog Basisschool,Aalbersestraat,47,2672 DR,NAALDWIJK,WESTLAND,Rooms-Katholiek,174622870,www.regenboog.wsko.nl,Midden
Zuid-Holland,21478,18HG,18HG00,De Olijfboom,Pelikaanweg,4,2903 ER,CAPELLE AAN DEN IJSSEL,CAPELLE AAN DEN IJSSEL,Reformatorisch,104500921, ,Midden
Zuid-Holland,22622,08JF,08JF00,Rehobothschool,Verlengde Kerkweg,23,2985 AZ,RIDDERKERK,RIDDERKERK,Reformatorisch,180423525,www.rehobothschool-ridderkerk.nl,Midden
Zuid-Holland,22725,08SP,08SP00,De Regenboog,Warmoezenierstraat,36,3123 EN,SCHIEDAM,SCHIEDAM,Algemeen bijzonder,104709392,www.regenboogschiedam.nl,Midden
Zuid-Holland,22725,08UO,08UO00,De Vlinder,Stockholm,3,3124 SG,SCHIEDAM,SCHIEDAM,Rooms-Katholiek,104717036,www.devlinder.info,Midden
Zuid-Holland,22725,09AG,09AG00,IKC Vindingrijk,Burg. Wesselinkstraat,8,3145 SB,MAASSLUIS,MAASSLUIS,Rooms-Katholiek,105914637,www.ikc-vindingrijk.nl,Midden
Zuid-Holland,22725,09JB,09JB00,Christelijke Basisschool De Wieken,Westfrankelandsestraat,152,3117 AZ,SCHIEDAM,SCHIEDAM,Protestants-Christelijk,104261885,www.bs-de-wieken.nl,Midden
Zuid-Holland,22725,09ST,09ST00,IKC Blink,De Wildestraat,38-40,3119 PM,SCHIEDAM,SCHIEDAM,Rooms-Katholiek,104736787,www.ikcblink.nl,Midden
Zuid-Holland,22725,09VR,09VR00,Het Palet,Gedempte Biersloot,3-D,3131 HJ,VLAARDINGEN,VLAARDINGEN,Rooms-Katholiek,104342697,www.palet.info,Midden
Zuid-Holland,22725,11BQ,11BQ00,Sint Willibrordusschool,Dwarsstraat,2,3114 LC,SCHIEDAM,SCHIEDAM,Rooms-Katholiek,104262847,www.willibrordus.nl,Midden
Zuid-Holland,22725,11EM,11EM00,De Dijck,Dennendal,147,3142 LC,MAASSLUIS,MAASSLUIS,Rooms-Katholiek,105919478,www.dedijck.nl,Midden
Zuid-Holland,22725,11OJ,11OJ00,Kaleidoscoop,Van Swindensingel,66,3112 RK,SCHIEDAM,SCHIEDAM,Rooms-Katholiek,104265630,www.kaleidoscoopschiedam.nl,Midden
Zuid-Holland,22725,11QH,11QH00,De Hoeksteen,Olmendreef,100-102,3137 CR,VLAARDINGEN,VLAARDINGEN,Rooms-Katholiek,102499280,www.kbsdehoeksteen.nl,Midden
Zuid-Holland,22725,11ZQ,11ZQ00,Sint Jozefschool,Nassaulaan,42,3116 EX,SCHIEDAM,SCHIEDAM,Rooms-Katholiek,104263900,www.jozefschool-schiedam.nl,Midden
Zuid-Holland,22725,12RM,12RM00,Sint Bernardus,Bosboomlaan,5,3116 JB,SCHIEDAM,SCHIEDAM,Rooms-Katholiek,104265810,www.sintbernardus.nl,Midden
Zuid-Holland,22725,17RO,17RO00,Avonturijn,Van Hogendorplaan,1027,3135 BK,VLAARDINGEN,VLAARDINGEN,Protestants-Christelijk,104708516,www.avonturijnvlaardingen.nl,Midden
Zuid-Holland,22725,32HX,32HX00,���t Palet Holy,Kraanvogellaan,99,3136 JB,VLAARDINGEN,VLAARDINGEN,Rooms-Katholiek, , ,Midden
Zuid-Holland,22765,03HE,03HE00,Basisschool De Akker,Schoolstraat,11-A,2161 HB,LISSE,LISSE,Reformatorisch,252413099,www.deakkerlisse.nl,Midden
Zuid-Holland,24481,11VO,11VO00,Petrus Datheenschool,Biezenkreek,15,3079 SK,ROTTERDAM,ROTTERDAM,Reformatorisch,104821730,www.petrusdatheenschool.nl,Midden
Zuid-Holland,24597,03NB,03NB00,De Rozenhorst,Jan Tooropstraat,1-3-5,3181 HE,ROZENBURG ZH,ROTTERDAM,Rooms-Katholiek,181212565,www.rozenhorst.nl,Midden
Zuid-Holland,24597,05DG,05DG00,St. Michael,Mahlersingel,9,3055 SJ,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104181017,www.st-michael.nl,Midden
Zuid-Holland,24597,05JC,05JC00,Stephanus,Asserweg,360,3052 AJ,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104184727,www.stephanusrotterdam.nl,Midden
Zuid-Holland,24597,07JG,07JG00,Het Octaaf,Da Capo,4,2925 BH,KRIMPEN AAN DEN IJSSEL,KRIMPEN AAN DEN IJSSEL,Rooms-Katholiek,180515573,www.hetoctaafkrimpen.nl,Midden
Zuid-Holland,24597,08YU,08YU00,De Wingerd,Van Beethovenlaan,35,2912 VK,NIEUWERKERK AD IJSSEL,ZUIDPLAS,Rooms-Katholiek,180314040,www.dewingerd.nl,Midden
Zuid-Holland,24597,16BO,16BO00,Dr. Schaepmanschool,Marijkesingel,30,2991 BK,BARENDRECHT,BARENDRECHT,Rooms-Katholiek,180690279,www.schaepmanschool.nl,Midden
Zuid-Holland,24597,16BO,16BO01,Dr. Schaepmanschool Ridderkerk,Hovystraat,60,2982 PE,RIDDERKERK,RIDDERKERK,Rooms-Katholiek,180428213,www.schaepmanschool.nl,Midden
Zuid-Holland,24597,16DB,16DB00,De Oosthoek,IJsvogellaan,14,2665 ES,BLEISWIJK,LANSINGERLAND,Rooms-Katholiek,105212006,www.kbsoosthoek.nl,Midden
Zuid-Holland,24597,16EL,16EL00,De Klimophoeve,Hoefweg,49,2665 CB,BLEISWIJK,LANSINGERLAND,Rooms-Katholiek,105299999,www.klimophoeve.nl,Midden
Zuid-Holland,24597,16FT,16FT00,Pieter Bas,Dakotaweg,65-67,2905 AB,CAPELLE AAN DEN IJSSEL,CAPELLE AAN DEN IJSSEL,Rooms-Katholiek,104500869,www.pieterbas.net,Midden
Zuid-Holland,24597,16HC,16HC00,De Contrabas,Gong,3,2907 GG,CAPELLE AAN DEN IJSSEL,CAPELLE AAN DEN IJSSEL,Rooms-Katholiek,104519408,www.decontrabas.nl,Midden
Zuid-Holland,24597,16IL,16IL00,Jozef,Planciusstraat,34-36,3151 BT,HOEK VAN HOLLAND,ROTTERDAM,Rooms-Katholiek,174382763,www.jozefschoolhvh.nl,Midden
Zuid-Holland,24597,16KS,16KS00,Don Bosco,Havendam,4,3161 XB,RHOON,ALBRANDSWAARD,Rooms-Katholiek,105015426,www.donboscoschool.nl,Midden
Zuid-Holland,24597,16KS,16KS01,Jacobus,Hesselingstraat,5,3192 BC,HOOGVLIET ROTTERDAM,ROTTERDAM,Rooms-Katholiek,102950095,www.kbsjacobus.nl,Midden
Zuid-Holland,24597,16YW,16YW00,De Vliedberg,Korne,180,3068 GN,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104214668,www.kbsvliedberg.nl,Midden
Zuid-Holland,24597,16ZM,16ZM00,De Schakel,Cloese,4,3191 ED,HOOGVLIET ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104163965,www.montessorischooldeschakel.nl,Midden
Zuid-Holland,24597,17AB,17AB00,Mr van Eijck,Ruimersdijk,100,3079 HK,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104833222,www.mrvaneijck.nl,Midden
Zuid-Holland,24597,17AP,17AP00,Agnes,Persoonsdam,18,3071 EE,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,102909912,https://agnesschool-rotterdam.nl/,Midden
Zuid-Holland,24597,17CB,17CB00,Meester Baars,Koninginneweg,228,3078 GS,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104831828,www.meesterbaars.nl,Midden
Zuid-Holland,24597,17CM,17CM00,De Regenboog,Gronsvelderf,105,3077 SB,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104820463,www.rkregenboog.nl,Midden
Zuid-Holland,24597,17DF,17DF00,Theresia,Strevelsweg,155,3073 DZ,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104840680,www.theresiaschool-rotterdam.nl,Midden
Zuid-Holland,24597,17DP,17DP00,Sterrenschool De Globetrotter,Afrikaanderplein,5,3072 EA,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104843790,www.sterrenschooldeglobetrotter.nl,Midden
Zuid-Holland,24597,17EA,17EA00,Paus Joannes,Stuart Millpad,82,3076 RK,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104199622,www.pausjoannes.nl,Midden
Zuid-Holland,24597,17ES,17ES00,Christophoor,Schere,39-41,3085 DT,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104808838,www.christophoor.nl,Midden
Zuid-Holland,24597,17FC,17FC00,Elisabeth,Carnissedreef,292,3084 NN,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104817244,www.kbselisabeth.nl,Midden
Zuid-Holland,24597,17LU,17LU00,De Klinker,Chopinstraat,77,3208 RC,SPIJKENISSE,NISSEWAARD,Rooms-Katholiek,181637370,www.bsdeklinker.nl,Midden
Zuid-Holland,24597,17RL,17RL00,De Pionier,Valenciadreef,6-8,3067 WL,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104550111,www.depionier.net,Midden
Zuid-Holland,24597,17RX,17RX00,Minister Marga Klomp���,Robert Kochplaats,346-348,3068 JD,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104206661,www.mmkschool.nl,Midden
Zuid-Holland,24597,17SL,17SL00,De Horizon,Jan Greshoffstraat,5,3069 WG,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104212886,www.de-horizon.net,Midden
Zuid-Holland,24597,17SW,17SW00,Albert Schweitzer,Baanweg,20,3042 AB,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104159303,www.albertschweitzer.net,Midden
Zuid-Holland,24597,17TF,17TF00,Tarcisius,Johan de Wittlaan,5-9,3051 HE,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104229590,www.tarcisius-school.nl,Midden
Zuid-Holland,24597,17TP,17TP00,Fatima,Larikslaan,192,3053 LG,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104188005,www.fatimarvko.nl,Midden
Zuid-Holland,24597,17TU,17TU00,De Bavokring,Willem Ruyslaan,17,3061 TT,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104116881,www.bavokring.nl,Midden
Zuid-Holland,24597,17TZ,17TZ00,Hildegardis,Verbraakstraat,7,3036 MR,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104656840,www.hildegardisschool.nl,Midden
Zuid-Holland,24597,17UE,17UE00,Imelda,Veurstraat,3-7,3037 BN,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104652632,www.imeldaschool.nl,Midden
Zuid-Holland,24597,17YR,17YR00,Dominicus,Noorderhavenkade,45-D,3039 RG,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104432500,www.dominicuskindcentrum.nl,Midden
Zuid-Holland,24597,17ZD,17ZD00,Mariaschool Schietbaanlaan,Schietbaanlaan,90,3021 LN,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104258686,www.kbs-mariaschool.nl,Midden
Zuid-Holland,24597,17ZI,17ZI00,Emmaus,Tidemanstraat,59,3022 SE,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104258312,www.emmaus-rotterdam.nl,Midden
Zuid-Holland,24597,17ZO,17ZO00,Mariaschool Taandersplein,Taandersplein,3,3027 CN,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,102457081,www.maria-school.nl,Midden
Zuid-Holland,24597,17ZU,17ZU00,Valentijn,Gijsingstraat,51,3026 RH,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104761184,www.valentijnschool.nl,Midden
Zuid-Holland,24597,18AA,18AA00,Nicolaas,Schiedamseweg,227,3026 AN,ROTTERDAM,ROTTERDAM,Rooms-Katholiek, ,https://www.nicolaas-school.nl/,Midden
Zuid-Holland,24597,18AH,18AH00,De Provenier,Harddraverstraat,7,3033 XG,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104658308,www.deprovenier.nl,Midden
Zuid-Holland,24597,18AK,18AK00,Oscar Romero,Isaac Hubertstraat,151,3034 CS,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104127318,www.oscarromeroschool.nl,Midden
Zuid-Holland,24597,18AP,18AP00,Augustinus,Josephstraat,12-14,3014 TP,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104364378,www.augustinusschool-rotterdam.nl,Midden
Zuid-Holland,24597,18AU,18AU00,Willibrord,Nieuwstraat,15,3011 GM,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,102409541,www.kbs-willibrord.nl,Midden
Zuid-Holland,24597,18AX,18AX00,De Wegwijzer,Vlinderveen,219,3205 EB,SPIJKENISSE,NISSEWAARD,Rooms-Katholiek,181640203,www.kbsdewegwijzer.nl,Midden
Zuid-Holland,24597,18BB,18BB00,Paus Johannes,Galileilaan,9,3204 AK,SPIJKENISSE,NISSEWAARD,Rooms-Katholiek,181616152,www.bspausjohannes.nl,Midden
Zuid-Holland,24597,18BG,18BG00,Mgr Bekkers,Eikenlaan,88-B,3203 BM,SPIJKENISSE,NISSEWAARD,Rooms-Katholiek,181614445,www.mgrbekkers.nl,Midden
Zuid-Holland,24597,18BJ,18BJ00,De Akkers,Noordakker,2,3206 TC,SPIJKENISSE,NISSEWAARD,Rooms-Katholiek,181633918,www.kbsdeakkers.nl,Midden
Zuid-Holland,24597,23CK,23CK00,De Maasoever,Emmy Belinfantestraat,1,3207 HA,SPIJKENISSE,NISSEWAARD,Rooms-Katholiek,181635180,www.maasoever.nl,Midden
Zuid-Holland,24597,24NZ,24NZ00,De Kleine Prins,Clara Egginkstraat,4,3066 JG,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104202099,www.kleineprins.nl,Midden
Zuid-Holland,24597,26AF,26AF00,De Trinoom,Olmenwede,1,2993 GG,BARENDRECHT,BARENDRECHT,Rooms-Katholiek,180623770,www.de-trinoom.nl,Midden
Zuid-Holland,24597,28CL,28CL00,Het Tangram,Marcel Duchampplein,801,3059 RD,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,107076500,www.het-tangram.nl,Midden
Zuid-Holland,24597,31ME,31ME00,Montessorischool Capelle,Reigerlaan,64,2903 LL,CAPELLE AAN DEN IJSSEL,CAPELLE AAN DEN IJSSEL,Rooms-Katholiek,102847484,www.montessorischoolcapelle.nl,Midden
Zuid-Holland,24597,31MF,31MF00,De Grote Reis,Binnengracht,2,3162 WD,RHOON,ALBRANDSWAARD,Rooms-Katholiek,102033690,www.bsdegrotereis.nl,Midden
Zuid-Holland,24597,31WF,31WF00,Park16Hoven,Tinbergenlaan,52,3045 BJ,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,103032550,https://bsp16hoven.nl/,Midden
Zuid-Holland,24597,31WG,31WG00,Globetrotter Katendrecht,Maashavenkade,225,3072 ES,ROTTERDAM,ROTTERDAM,Rooms-Katholiek,104842437,https://www.globetrotterkatendrecht.nl/,Midden
Zuid-Holland,25196,06FA,06FA00,Jacobus Koelmanschool,Vijverlaan,513,2925 VH,KRIMPEN AAN DEN IJSSEL,KRIMPEN AAN DEN IJSSEL,Reformatorisch,180520560,www.sggkrimpen.nl,Midden
Zuid-Holland,25196,08JL,08JL00,Johannes Calvynschool,Buys Ballotsingel,45,2922 HG,KRIMPEN AAN DEN IJSSEL,KRIMPEN AAN DEN IJSSEL,Reformatorisch,180515078,www.sggkrimpen.nl,Midden
Zuid-Holland,25196,09JK,09JK00,Admiraal De Ruyterschool,Kerkdreef,1-A,2922 BG,KRIMPEN AAN DEN IJSSEL,KRIMPEN AAN DEN IJSSEL,Reformatorisch,180513141,www.sggkrimpen.nl,Midden
Zuid-Holland,26613,10WI,10WI00,Prins Mauritsschool,Nassaulaan,54-56,2628 GJ,DELFT,DELFT,Reformatorisch,152568251,www.prinsmauritsschool.nl,Midden
Zuid-Holland,28601,03ES,03ES00,Samenwerkingsschool MeerWaarde,Prinses Margrietstraat,2,2396 XD,KOUDEKERK AAN DEN RIJN,ALPHEN AAN DEN RIJN,"Samenwerking Opb., PC",713412836,sws-meerwaarde.nl,Midden
Zuid-Holland,28601,06AM,06AM00,Openbare Basisschool De Springplank,Sportparklaan,5,2391 AX,HAZERSWOUDE-DORP,ALPHEN AAN DEN RIJN,Openbaar,172589890,https://www.springplank-hd.nl/,Midden
Zuid-Holland,28601,08FQ,08FQ00,Openbare Basisschool JPF Steyaert,Joseph Haydnlaan,1,2394 GJ,HAZERSWOUDE-RIJNDIJK,ALPHEN AAN DEN RIJN,Openbaar,713412742,https://steijaertschool.nl/,Midden
Zuid-Holland,28601,11OT,11OT00,Rooms Katholieke Basisschool Spinnewiel,Klepperman,9-11,2401 GH,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Rooms-Katholiek,172421552,www.basisschoolspinnewiel.nl,Midden
Zuid-Holland,28601,12JI,12JI00,Katholieke Basisschool Het Spectrum,Honingzwam,6,2403 HN,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Rooms-Katholiek,172422790,www.basisschoolspectrum.nl,Midden
Zuid-Holland,28601,12RU,12RU00,Samenwerkingsschool Vivace,Vliestroom,204,2401 VP,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Rooms-Katholiek,172443177,sws-vivace.nl,Midden
Zuid-Holland,28601,13PA,13PA00,Rooms Katholieke Basisschool Sint Bonifacius Roncalli,Paradijslaan,11,2405 CC,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Rooms-Katholiek,172474389,https://www.basisschoolbonifacius.nl/,Midden
Zuid-Holland,28601,13TX,13TX00,Het Palet,Javastraat,5,2405 CS,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Openbaar,172472380,www.obs-palet.nl,Midden
Zuid-Holland,28601,14DU,14DU00,Hobbitburcht,Batenstein,22,2403 PH,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Openbaar,172437748,www.hobbitburcht.nl,Midden
Zuid-Holland,28601,15ED,15ED00,De Hobbitburcht,Havixhorst,252,2402 MZ,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Openbaar,172442868,www.hobbitburcht.nl,Midden
Zuid-Holland,28601,18EH,18EH00,Bentwijzer,Ploegerf,5,2731 HJ,BENTHUIZEN,ALPHEN AAN DEN RIJN,Openbaar,793318422,www.obs-bentwijzer.nl,Midden
Zuid-Holland,28601,18IE,18IE00,Basisschool De Zilveren Maan,Ladderhaak,1,2421 NK,NIEUWKOOP,NIEUWKOOP,Openbaar,172520065,www.obsdezilverenmaan.nl,Midden
Zuid-Holland,28601,23RG,23RG00,Basisschool de Meridiaan,De Oude Wereld,54,2408 JV,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Rooms-Katholiek,172425445,www.basisschoolmeridiaan.nl,Midden
Zuid-Holland,28601,23RJ,23RJ00,De Wereldwijzer,De Oude Wereld,59,2408 NV,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Openbaar,172424404,obs-wereldwijzer.nl,Midden
Zuid-Holland,28601,28BJ,28BJ00,Het Vianova,Vroonhoevelaan,8,2408 ST,ALPHEN AAN DEN RIJN,ALPHEN AAN DEN RIJN,Rooms-Katholiek,172499423,kbs-vianova.nl,Midden
Zuid-Holland,30133,00EI,00EI00,Reformatorische Basisschool,Kreupeleweg,4,3286 BC,KLAASWAAL,HOEKSCHE WAARD,Reformatorisch,186573594,www.groenvanprinstererklaaswaal.nl,Midden
Zuid-Holland,30133,03XE,03XE00,De Fontein,Wilgenlaan,15,3297 BW,PUTTERSHOEK,HOEKSCHE WAARD,Reformatorisch,786767373,www.rbsdefontein.nl,Midden
Zuid-Holland,30133,06KN,06KN00,Reformatorische Basisschool Eben Haezer,Laningpad,3,3262 JS,OUD-BEIJERLAND,HOEKSCHE WAARD,Reformatorisch,186615923,www.ebenhaezerschool.nl,Midden
Zuid-Holland,30133,07LR,07LR00,School Met De Bijbel,Koningin Julianastraat,25,3267 AK,GOUDSWAARD,HOEKSCHE WAARD,Reformatorisch,186692526,www.smdbgoudswaard.nl,Midden
Zuid-Holland,30133,08AV,08AV00,School Met De Bijbel,Nieuwe Veer,90,2959 AM,STREEFKERK,MOLENLANDEN,Reformatorisch,184681120, ,Midden
Zuid-Holland,30582,04JR,04JR00,De Horizon,Singel,441,3311 HH,DORDRECHT,DORDRECHT,Protestants-Christelijk,788905550,www.horizon.h3o.nl,Midden
Zuid-Holland,30582,04RH,04RH00,IKC De Bavinck,Singel,140,3311 PE,DORDRECHT,DORDRECHT,Protestants-Christelijk,788905500,https://debavinck.h3o.nl/,Midden
